Pays_indic,Country Name,Country Code,Indicator Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ARG_Émissions totales de GES (kt d’équivalent CO2),Argentine,ARG,Émissions totales de GES (kt d’équivalent CO2),253870.99,245776.76,243613.02,248681.79,243111.57,238145.75,250785.28,256953.81,266245.22,265608.3,266555.03,267188.7341,272139.1851,276522.7527,270948.3575,275096.4092,288246.2679,299708.76,311514.7,333886.59,331450.87,326483.81,311051.93,344797.06,369944.11,358385.64,373600.56,384547.75,411503.63,373409.065636756,364684.253845885,372873.14375805,380295.32036889705,,,,,,,
"ATG_Agriculture, forestry, and fishing, value added (% of GDP)",Antigua and Barbuda,ATG,"Agriculture, forestry, and fishing, value added (% of GDP)",3.0701020672237003,2.95812777348795,2.6992482079415696,2.67930690469967,2.03732257465089,2.12784595964907,1.8712929666211102,1.90907865965453,1.76773329788297,1.7063016217378402,1.7807386972083201,1.7803070581423102,1.8026806094777301,1.74543146848041,1.5765398801440098,1.6430544737845,1.6154369127623898,1.71897921396171,1.6666805751773,1.6676357764357799,1.58953974311117,1.61272529904851,1.73029178870791,1.7495265852447,1.6099710563426,1.7578176731071398,1.6532045513278602,1.6076526111338703,1.5493114877871201,1.49670709252756,1.6334084585151,1.93318183889934,1.8988474810640001,2.01761178215059,1.65576063634316,1.61232672128831,1.56776099701453,1.7935986517103402,1.7309218015200503,1.7577894725559802
ATG_GDP (current US$),Antigua and Barbuda,ATG,GDP (current US$),131431026.666667,147841734.444444,164369278.88888898,182144092.96296299,208372846.296296,240923924.81481498,290440140.740741,337174861.851852,398637727.77777797,438794788.518519,459469058.88888896,481706333.333333,499281148.14814806,535172777.777778,589429592.592593,577280740.740741,633730629.62963,680617111.111111,727860592.592593,766198925.925926,830158777.777778,800740259.259259,814615333.333333,855643111.111111,919577148.1481481,1022191296.2963,1157005444.4444401,1311401333.3333302,1368431037.03704,1224253000.0,1148700000.0,1137637037.03704,1199948148.14815,1181448148.14815,1249733333.3333302,1336692592.59259,1436585185.18519,1467977777.77778,1610574074.07407,1727759259.25926
ATG_GDP growth (annual %),Antigua and Barbuda,ATG,GDP growth (annual %),8.161430796979639,3.8149161655409505,-0.0840122638518039,5.36401627271424,10.1649955948421,7.6437935974254,11.493828565369698,6.626368846645139,5.21327290002557,5.252274656090901,3.0116466622381197,2.17687336256473,1.15832626873824,5.28007148779103,6.67619516293692,-4.3594939899546095,6.604818088365589,5.471131931738,4.73131371210214,3.70789461849279,6.69174238194239,-4.954074710892559,1.02410086163871,6.057908549560441,5.736460188482,6.412405163995349,12.728507447159,9.259420559722711,-0.03013326815055,-12.1075361856213,-7.57435721754354,-1.9586126283433998,3.37286620031864,-0.600876396735046,3.7957276129425095,3.8252930988082703,5.497788456106419,3.1455436032318698,7.3891971623235095,4.65040224998366
"ATG_Industry (including construction), value added (% of GDP)",Antigua and Barbuda,ATG,"Industry (including construction), value added (% of GDP)",13.064512542012901,13.3137815445152,10.4133582428273,10.221151710837901,10.916232536412199,11.729849464068598,12.9576021006585,13.803358678620901,14.2363271603704,15.2518015531413,13.9102119639041,14.564160075706198,13.482435599448099,12.7076371666748,12.525574788280899,12.6958832534142,12.247188561888699,12.512821969517601,12.6588038124517,13.5118183939371,13.827113929611098,12.8781391034139,13.0423248164301,13.1952946460371,13.0557551351199,14.5297874048001,18.462744837431103,17.75960835336,19.1568132176677,19.488010693505,16.2041470390038,14.530768779992302,14.285493817634098,15.682260628042801,16.1886387614543,16.457979479478098,17.938372374818897,19.2206966499644,21.1488887100298,21.43645698239
"ATG_Population, total",Antigua-et-Barbuda,ATG,"Population, total",61865.0,61800.0,61779.0,61787.0,61786.0,61786.0,61754.0,61717.0,61771.0,62008.0,62528.0,63367.0,64471.0,65777.0,67204.0,68670.0,70173.0,71704.0,73224.0,74674.0,76016.0,77212.0,78295.0,79300.0,80336.0,81465.0,82704.0,84026.0,85397.0,86746.0,88028.0,89253.0,90409.0,91516.0,92562.0,93566.0,94527.0,95426.0,96286.0,97118.0
ATG_Émissions totales de GES (kt d’équivalent CO2),Antigua-et-Barbuda,ATG,Émissions totales de GES (kt d’équivalent CO2),313.033392,430.10898399999996,551.337225,419.44085199999995,456.24690899999996,365.081385,339.57979900000004,339.578265,387.77839700000004,370.51136099999997,372.28777,373.358162,371.51960499999996,359.195,380.851656,391.94411,390.009674,362.38105299999995,379.421679,404.098798,398.694259,399.265189,406.43204199999997,418.837958,449.002494,454.07061699999997,463.56571399999996,478.083878,491.89739000000003,,,537.8058389423301,552.747914304263,,,,,,,
"AUS_Agriculture, forestry, and fishing, value added (% of GDP)",Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",,,,,,,,,,,4.20918398930309,3.1823160698517206,3.05345137771044,3.2637181713615604,3.3491713490081696,3.02163306488302,3.39215957573839,3.2433444806416802,3.0389544581931203,3.0614005524550096,3.11906818178381,3.50335996913764,3.9480121391628504,2.88853375948861,3.0621144919103505,2.88333002663787,2.7267344419577904,2.20110013592946,2.33863042368512,2.29172039725587,2.19756826525444,2.27654236627696,2.25474804896169,2.27890649460036,2.21622365548348,2.37264411384703,2.40312299408568,2.70017412979048,2.4551862823534503,2.08525271075149
AUS_Alternative and nuclear energy (% of total energy use),Australia,AUS,Alternative and nuclear energy (% of total energy use),1.6270456743828898,1.7625245558716598,1.6405393358542701,1.543305553382,1.49723637875791,1.68938335419568,1.796414987493,1.6113058527786002,1.6861316536776998,1.57501768212998,1.27387330786397,1.4389571078222299,1.36364659356547,1.40029552944623,1.39070274755276,1.32756107238628,1.22902559799024,1.28387449349497,1.1702282070407801,1.19751187270266,1.1830778143535299,1.2291578270378603,1.2130317496713998,1.22479805141861,1.179749332061,1.1297857509415101,1.1743752739928002,1.1690255962543898,1.04822229666427,1.12028027364403,1.34024550207767,1.67382499111307,1.72074104603589,2.13883076334763,2.37342249684338,2.1543942000088503,,,,
AUS_Energy use (kg of oil equivalent per capita),Australia,AUS,Energy use (kg of oil equivalent per capita),4737.4820310373,4694.67642526964,4817.489524311501,4555.14620339645,4651.71242923314,4602.9565300165,4623.73907506368,4772.3704646487,4702.84160607784,5001.10310210296,5061.5084587843,4927.78158990974,4959.21491854816,5147.53665025188,5089.788966676,5129.22366091191,5393.58063459123,5469.5999891991105,5553.65346587569,5610.344710979611,5644.06495066047,5446.97321382579,5569.64099249926,5568.764940639539,5598.0881783042005,5564.08716927844,5709.344667816539,5868.347097121129,5964.665775652729,5862.551943831049,5793.11602573559,5745.232189544649,5575.287093278571,5468.391368795979,5334.68167873774,5483.81640154023,,,,
AUS_GDP (current US$),Australia,AUS,GDP (current US$),149774930362.117,176642284918.147,193770274743.462,177030416471.689,193242166274.226,180234716575.899,182036933407.946,189060349391.212,235659196740.39603,299267974920.609,310777222008.465,325310415195.04,324878874105.975,311544406970.208,322211691456.24396,367216364716.365,400302731411.229,434568007512.91296,398899138574.239,388608221581.65204,415222633925.76794,378376086723.194,394648911678.526,466488060570.76294,612490396927.0171,693407758231.845,746054207846.6609,853099630996.31,1053995523724.26,927805183330.879,1146138465603.81,1396649906339.35,1546151783872.96,1576184467015.49,1467483705131.74,1351693984524.5,1208846993739.99,1330135756844.41,1433904348500.12,1392680589329.14
AUS_GDP growth (annual %),Australia,AUS,GDP growth (annual %),3.03406821566392,3.3379589496937996,3.3284004904655298,-2.2204581352145403,4.58126949106862,5.249240904863809,4.03724724432439,2.55328541629207,5.74072859859231,3.8647095536645,3.57061742142551,-0.39723165873665794,0.41252910915603996,4.02940866924268,3.98269524456455,3.8360591178651,3.87861846178214,3.9664966442952903,4.57669378261247,5.07358525786199,3.9330970260436295,1.93088254446003,4.00137703160961,2.9859404859405,4.05555187381954,3.20416012202685,2.7945833156557,3.8443095528792406,3.65791265061549,1.93692176952554,2.06746567730687,2.4627861725906803,3.91816177220686,2.58487511083116,2.5331154467595,2.1926400283338,2.77065669252896,2.36761725296472,2.94033358170461,1.89682574004799
"AUS_Industry (including construction), value added (% of GDP)",Australia,AUS,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,28.8667962511297,27.735609610160303,26.948679102357698,26.903403324387103,26.8597144004277,26.510260490489696,26.0544466536138,25.2925042905432,25.436110029467898,24.6972865848251,24.638400142779602,23.684307568369498,23.631725694163602,24.0631242508989,23.9493216915842,24.6199197502957,25.606715976034398,25.6531194292619,25.5935337501582,26.9990358252423,25.1514166418821,26.436127633200698,26.2841640112627,25.1279854872757,25.514816737877897,23.644205561858,22.2848726511609,23.426835719797896,24.120429433260497,25.1976381001681
"AUS_Population, total",Australie,AUS,"Population, total",14692000.0,14927000.0,15178000.0,15369000.0,15544000.0,15758000.0,16018400.0,16263900.0,16532200.0,16814400.0,17065100.0,17284000.0,17495000.0,17667000.0,17855000.0,18072000.0,18311000.0,18517000.0,18711000.0,18926000.0,19153000.0,19413000.0,19651400.0,19895400.0,20127400.0,20394800.0,20697900.0,20827600.0,21249200.0,21691700.0,22031750.0,22340024.0,22733465.0,23128129.0,23475686.0,23815995.0,24190907.0,24601860.0,24982688.0,25364307.0
AUS_Émissions totales de GES (kt d’équivalent CO2),Australie,AUS,Émissions totales de GES (kt d’équivalent CO2),433837.43799999997,387882.439,428739.96200000006,386673.55799999996,398135.519,456717.644,434735.105,412842.80299999996,434706.164,460970.008,482298.26200000005,499346.73,486991.982,479463.744,522429.54,489294.14700000006,508882.826,921012.05,920773.48,1190138.38,1081244.41,1241515.99,1117450.02,1023667.58,1144343.87,909262.03,1119632.1,1065623.87,892629.27,1105167.23617132,782102.692196849,785795.149950158,761686.2738576491,,,,,,,
"AUT_Agriculture, forestry, and fishing, value added (% of GDP)",Austria,AUT,"Agriculture, forestry, and fishing, value added (% of GDP)",4.32640282439593,3.9669353295117498,3.64603854561808,3.41220938963421,3.58234928448072,3.13516451551856,3.2269627974168396,3.1974933028857007,3.0484615790751297,3.01155499734038,3.09711971941306,2.8112819298321097,2.4533347606620097,2.20444098153993,2.3715459546071602,2.15859633228818,1.9824709949902701,1.90548344310224,1.79334392378865,1.72221732211898,1.6473002129897902,1.6707033957316797,1.56277441149196,1.49193189790189,1.47647439267771,1.2593996348244099,1.30318945861739,1.41639156023265,1.34222302680426,1.14681776764538,1.26732767225745,1.4019149342727601,1.3485513899381,1.2547212159419499,1.20074056404147,1.1297901935645,1.11140588387267,1.20325166015264,1.14626215615726,1.1347279071991
AUT_Alternative and nuclear energy (% of total energy use),Austria,AUT,Alternative and nuclear energy (% of total energy use),10.669122203785,12.0987252757196,12.3950108263963,12.241502100055301,11.1163288382375,11.525757142449999,11.5468956419979,12.8856688017016,12.668109835516601,12.6880203129942,9.58581546257281,9.27566270878647,10.6513951394432,10.9600325754198,10.7204998317447,10.3378354543813,9.60067078808968,9.96566705076316,10.2240573085703,10.7520570225178,11.2557522775423,10.538537207124401,10.5100555696346,9.0117799602894,9.57511106429138,9.35971193459465,9.91004216776768,10.5604048234942,10.518522978835,10.9741576610228,10.055637560932801,10.206995317002999,11.9572596832813,12.298660835199499,13.207237150814901,12.212879147789499,,,,
AUT_Energy use (kg of oil equivalent per capita),Austria,AUT,Energy use (kg of oil equivalent per capita),3067.01191996803,2897.00939790268,2830.2217809546696,2843.40556816995,2953.6881496287606,3051.59706199021,3061.58886225966,3174.74539202539,3204.5621824374603,3138.9834881693396,3240.1113592998,3415.17308238117,3245.5920759206897,3255.7847044000105,3234.4929851093398,3373.60356545154,3580.42079819656,3550.4041708620703,3606.6103791889204,3591.8094661828004,3570.49882632185,3758.4575692529497,3773.65172816435,3973.6243266728,4007.5699042311207,4085.56765095628,4078.81222561241,4019.59016993216,4032.1484261964397,3798.1511683054796,4051.1960201850798,3921.90051459529,3886.76773201774,3919.04441873374,3763.3279025587,3800.2994203546796,,,,
AUT_GDP (current US$),Austria,AUT,GDP (current US$),82058912465.4329,71034228097.4598,71275287327.5793,72121016623.2572,67985345161.9558,69386774474.5943,99036165209.5539,124168442860.253,133339397080.129,133105805928.237,166463386663.439,173794177725.398,195078126346.10602,190379720927.48102,203535242741.838,241038283062.645,237250948791.26602,212790348404.555,218259904401.95602,217185787342.851,196799778883.36102,197337879194.631,213377771503.858,261695778781.038,300904221504.842,315974418604.651,335998557270.104,388691445387.35297,430294287388.31104,400172297860.517,391892746544.69,431120310088.82,409425234155.26294,430068712971.867,441996131736.508,381817565893.574,395227684138.86206,418316161095.683,455508255028.219,446314739528.47
AUT_GDP growth (annual %),Austria,AUT,GDP growth (annual %),1.7314854187323303,-0.144294460384657,2.0112543592022,2.97308798050202,0.0512752572163322,2.4986784919999,2.30139277876287,1.35716801466445,3.2958802167191803,3.8870747658948903,4.34564154381593,3.44162744917193,2.09352470997408,0.526809466130729,2.40211876560241,2.66798366152948,2.34953385169727,2.09359938952392,3.58142581460447,3.5563312466416903,3.37572214708479,1.2671681892299198,1.65155392186669,0.941470920725337,2.73512022241023,2.24406532463878,3.4540418361412204,3.72741530093519,1.4604236757386002,-3.76457817791677,1.8370936768005401,2.92279728368581,0.680445576816723,0.0255047121972183,0.661272848852605,1.0145015859051099,2.08260842829317,2.47644392123686,2.4197636378075202,1.61295932765668
"AUT_Industry (including construction), value added (% of GDP)",Austria,AUT,"Industry (including construction), value added (% of GDP)",32.9373058806368,32.546260929007204,31.7661310032735,31.2968522487394,30.1146222502124,30.4474448148923,30.259284481884,29.752622078221602,29.5182639679518,29.2832194199124,29.5608636535213,29.505257649380898,29.015897620967497,28.303768454542,28.413400214809197,28.851531988081003,28.752008865082697,28.6763839380903,28.5106628527989,28.428592158040498,28.284802034095602,28.2087461435225,27.388078482028497,27.498379858473,27.3737678166123,27.0742425967636,27.2593708304078,27.5726388212438,26.9602141407645,25.7928458296062,25.5349942466396,25.4474320432043,25.6339685320435,25.5249417894219,25.3646396008814,25.174913250307004,25.417386988643198,25.471735742485,25.749459557824398,25.7136056884985
"AUT_Population, total",Autriche,AUT,"Population, total",7549433.0,7568710.0,7574140.0,7561910.0,7561434.0,7564985.0,7569794.0,7574586.0,7585317.0,7619567.0,7677850.0,7754891.0,7840709.0,7905633.0,7936118.0,7948278.0,7959017.0,7968041.0,7976789.0,7992324.0,8011566.0,8042293.0,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8797566.0,8840521.0,8877067.0
AUT_Émissions totales de GES (kt d’équivalent CO2),Autriche,AUT,Émissions totales de GES (kt d’équivalent CO2),78845.291,75501.606,73093.723,73160.152,75543.383,76926.875,75473.36200000001,75190.94900000001,75021.98,74506.933,79836.95599999999,83261.989,79225.277,79387.983,79755.728,82480.629,85648.272,84731.32800000001,85728.612,83880.53,82686.74799999999,85851.6117287,87386.68817000001,92659.8411,96330.90703,97552.85369,95636.729,93276.758,94608.82183,89046.75502424939,94172.35094335632,92315.05259671189,90460.2102892241,,,,,,,
"BDI_Agriculture, forestry, and fishing, value added (% of GDP)",Burundi,BDI,"Agriculture, forestry, and fishing, value added (% of GDP)",57.571935623385706,58.1425960451394,52.612676828599604,53.4821872081702,54.6598573254013,55.9519709491249,52.5195880496498,50.556350319018094,48.21563001763571,47.1220925298315,51.0568501841364,48.59791031534039,48.0045217057559,47.169811693311395,40.73232545244421,42.0226931283613,53.380921512732805,42.421864148191396,44.538704047976,47.6353041282389,44.1070401093686,43.8431420582797,43.33361124212521,42.8412837005394,41.9026049689034,40.848123392294895,40.637682265821795,34.9341719197591,38.0048233017065,36.7213641376786,38.4305452876335,36.7045760044036,35.420537701177395,38.3671081967213,34.958192343654105,30.6808301089821,31.5443340866362,28.546647006017103,29.0119004854571,28.897558383327397
BDI_GDP (current US$),Burundi,BDI,GDP (current US$),919726666.666667,969046666.666667,1013222222.22222,1082926304.4647698,987143931.166987,1149979285.77347,1201725497.0657802,1131466494.01101,1082403219.48787,1113924130.41149,1132101252.5181699,1167398478.3459,1083037670.60484,938632612.026359,925030590.1536831,1000428393.8852801,869033856.317093,972896267.915425,893770806.077641,808077223.365746,870486065.883137,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063,1781455092.0711398,2032135246.5000398,2235820867.8274302,2333308099.46249,2451625332.74584,2705783272.07443,3104394858.11518,2959640987.29943,3172292379.36329,3036931818.18182,3012334881.6405697
BDI_GDP growth (annual %),Burundi,BDI,GDP growth (annual %),0.991055725131801,12.163275570246599,-1.05359982020337,3.71532699143128,0.155544004817941,11.7831801831474,3.25018045829934,5.50309611884371,5.03102436828991,1.3495022299200299,3.4998221400370495,4.99683644802353,1.00999837099631,-6.240000001390441,-3.8299999961983104,-7.920000003747719,-7.99999999794095,-1.58999999685827,4.74999999509613,-1.00999999649815,-0.8568640584241509,2.05580710835243,4.446519412247969,-1.22372796023444,4.83365776809453,0.900000000901912,5.41380714491444,3.4519524895262097,4.861712995077499,3.81274693652152,5.1241633033803895,4.03260249625296,4.44670822214543,4.9241952612882995,4.24065164368079,-3.9000030859375,-0.600020000546493,0.5000099987794611,1.6099330823452198,1.8424766766998601
"BDI_Industry (including construction), value added (% of GDP)",Burundi,BDI,"Industry (including construction), value added (% of GDP)",11.6707379245525,12.715933873153698,14.2948788244325,14.4812136144171,12.580920868910301,11.8218760582459,12.128847457380099,15.711353037109099,14.814692953594301,17.262918474847698,17.326875664077402,17.5348516739186,18.9860061517847,20.1234127083025,19.5729092024609,16.8006722324595,11.7825921702775,13.8904315635939,14.691284707646199,16.1196105401845,15.539570689424801,15.5731910756723,15.8040004931229,15.741712307225301,16.323019157112903,16.9330035986109,15.315291243606401,17.1561942189062,15.415205278109,16.9195289638327,15.3861562777509,14.8096813161324,15.7510376402708,15.584681967213099,15.498211588580999,11.7649457671668,12.2073630909389,10.993129835400401,11.1072170612718,10.9561343078757
"BDI_Population, total",Burundi,BDI,"Population, total",4157298.0,4266520.0,4379724.0,4497533.0,4621103.0,4750837.0,4886743.0,5027138.0,5168698.0,5307069.0,5438957.0,5564926.0,5685565.0,5798053.0,5898967.0,5987043.0,6060111.0,6122130.0,6185562.0,6267124.0,6378871.0,6525545.0,6704113.0,6909154.0,7131693.0,7364862.0,7607849.0,7862214.0,8126102.0,8397668.0,8675602.0,8958406.0,9245988.0,9540289.0,9844297.0,10160030.0,10487998.0,10827024.0,11175378.0,11530580.0
BDI_Émissions totales de GES (kt d’équivalent CO2),Burundi,BDI,Émissions totales de GES (kt d’équivalent CO2),2390.7396,2205.1394,2230.5549,2275.1359,2323.6104,2325.8372,2496.857,2489.3611,2648.2604,2667.09,2798.9396,2883.2595,2922.8265,3021.6248,2976.8045,2998.9438,3046.7436,3059.7969,6229.0728,2767.7285,3398.8732,3390.8413,5029.5112,5258.7489,5370.4398,5302.3078,5553.3479,5477.675,5724.9553,5925.876686918559,6040.982370157901,6151.9955362651,6254.371024225279,,,,,,,
BEL_Alternative and nuclear energy (% of total energy use),Belgium,BEL,Alternative and nuclear energy (% of total energy use),7.044037419398039,7.773548933849139,9.91075866394663,15.4070943373527,16.9939775398555,20.500091471382397,22.5296740737671,23.5179430135898,23.844466109549497,22.5834188381837,23.300915103885398,22.3835273032674,22.460524542133303,22.188876830849498,20.285922805536803,20.285640352180604,20.172457115956302,22.067398392953,21.1563807025157,22.3612769175887,21.7390833440127,21.0187887202513,22.3336041942978,21.453005432336198,21.3430445706535,21.549864725981198,21.3121154695537,22.3931497909414,20.6235576942005,22.3824307629957,21.242316012202,23.2431816287149,20.7474074597644,21.425502506090897,18.589631022201498,15.110327401377,,,,
